id,first_name,last_name,birthdate,gender,department,jobtitle,location,hire_date,termdate,location_city,location_state
00-9358294,Dale,Whitland,12-04-00,Male,Accounting,Staff Accountant I,Headquarters,08-03-05,,Cleveland,Ohio
00-9378033,Mechelle,Waggatt,03-08-77,Female,Human Resources,Human Resources Analyst,Headquarters,3/14/2016,,Cleveland,Ohio
00-9436631,Curr,De Biasi,1/25/2000,Female,Business Development,Research Assistant II,Headquarters,09-06-08,,Cleveland,Ohio
00-9445290,Audra,Burdus,7/23/1978,Male,Services,Service Coordinator,Headquarters,1/21/2010,,Cleveland,Ohio
00-9477913,Merlina,Laing,04-02-86,Female,Engineering,Systems Administrator II,Remote,1/27/2009,,Chicago,Illinois
00-9519379,Lorianna,Hayley,5/30/1993,Male,Engineering,Programmer IV,Headquarters,10-01-12,,Cleveland,Ohio
00-9624016,Carina,Finan,3/18/1997,Female,Engineering,Software Engineer I,Remote,10-07-15,,Cleveland,Ohio
00-9627775,Nana,Grimme,2/23/1973,Male,Product Management,Project Manager,Headquarters,09-02-18,,Cleveland,Ohio
00-9700945,Zora,Peller,9/25/1980,Male,Accounting,Accountant III,Headquarters,08-02-12,,Cleveland,Ohio
00-9731481,Kelbee,Noni,3/18/1992,Female,Engineering,Programmer Analyst I,Headquarters,06-03-20,2036-12-06 16:11:08 UTC,Cleveland,Ohio
00-9763187,Amandy,Lafferty,7/23/1984,Male,Marketing,Media Manager I,Headquarters,1/28/2017,,Cleveland,Ohio
00-9782513,Kerianne,Bault,7/21/1992,Female,Business Development,Research Assistant II,Remote,07-08-03,,Anderson,Indiana
00-9792606,Kalle,Minchindon,8/21/1983,Male,Accounting,Budget/Accounting Analyst II,Headquarters,6/30/2002,,Cleveland,Ohio
00-9837994,Adam,Tremoille,6/16/1991,Male,Human Resources,Human Resources Analyst II,Headquarters,8/20/2007,,Cleveland,Ohio
00-9880182,Fan,Lockley,7/27/1998,Male,Support,Community Outreach Specialist,Headquarters,6/24/2012,,Cleveland,Ohio
00-9896573,Shae,Avramow,9/18/1967,Female,Human Resources,Human Resources Analyst II,Headquarters,5/18/2006,,Cleveland,Ohio
01-0027092,Jock,Aarons,12/23/1988,Female,Engineering,Software Test Engineer III,Headquarters,08-11-02,,Cleveland,Ohio
01-0036386,Dion,Sundin,09-04-71,Female,Human Resources,Human Resources Analyst II,Headquarters,10-08-05,,Cleveland,Ohio
01-0038079,Tierney,Oldknow,10/24/1969,Female,Support,Support Staff III,Headquarters,5/18/2004,,Cleveland,Ohio
01-0074905,Robinson,Le Moucheux,06-10-82,Female,Human Resources,Human Resources Analyst II,Headquarters,3/28/2015,2019-02-01 16:58:06 UTC,Cleveland,Ohio
01-0116125,Upton,Bowater,05-10-72,Female,Accounting,Budget/Accounting Analyst II,Remote,1/17/2013,,Carol Stream,Illinois
01-0169206,Whitney,Garred,10-10-85,Female,Business Development,Research Assistant II,Headquarters,06-02-17,,Cleveland,Ohio
01-0204393,Josephine,Marriot,3/30/2002,Female,Engineering,Programmer Analyst II,Headquarters,3/19/2011,,Cleveland,Ohio
01-0280611,Larine,Dreakin,07-08-83,Male,Engineering,Analyst Programmer,Headquarters,1/18/2003,,Cleveland,Ohio
01-0348994,Wainwright,Osban,5/14/1987,Male,Sales,Solutions Engineer Manager,Remote,11/14/2001,,Fort Wayne,Indiana
01-0364885,Orella,Brim,4/21/2000,Male,Human Resources,Human Resources Analyst,Remote,11/25/2019,,Evansville,Indiana
01-0373372,Aldus,Sturr,08-11-76,Male,Services,Service Coordinator,Remote,03-08-20,,Toledo,Ohio
01-0381181,Merv,Weiss,09-08-82,Female,Accounting,Administrative Officer,Headquarters,8/29/2003,2019-08-08 15:02:56 UTC,Cleveland,Ohio
01-0417194,Nissy,Reskelly,03-02-67,Male,Support,Help Desk Technician,Headquarters,1/13/2017,2019-11-19 15:30:43 UTC,Cleveland,Ohio
01-0502994,Jaynell,Hunnybun,05-02-71,Female,Product Management,Quality Control Specialist,Headquarters,02-10-04,,Cleveland,Ohio
01-0506260,Ives,Phette,11/17/1988,Male,Human Resources,Human Resources Manager,Headquarters,9/18/2015,,Cleveland,Ohio
01-0551724,Moina,Gabby,11/22/1993,Male,Support,Help Desk Technician,Headquarters,12-03-16,,Cleveland,Ohio
01-0586118,Barry,Bryns,1/24/2000,Female,Engineering,Developer III,Remote,2/22/2012,,South Bend,Indiana
01-0600294,Susanna,Bushell,5/26/1998,Male,Product Management,Design Engineer,Headquarters,8/14/2015,2016-12-12 03:55:46 UTC,Cleveland,Ohio
01-0641203,Forrester,Dadge,9/16/1976,Female,Engineering,Data Visualization Specialist,Headquarters,9/20/2013,,Cleveland,Ohio
01-0645501,Shanon,Fonzone,4/29/2001,Male,Human Resources,Recruiter,Headquarters,1/24/2005,,Cleveland,Ohio
01-0663336,Elisabet,Allchorne,09-04-79,Male,Sales,Solutions Engineer,Headquarters,4/13/2002,,Cleveland,Ohio
01-0692047,Yorgo,Pywell,10-05-81,Male,Accounting,Staff Accountant I,Headquarters,9/13/2002,,Cleveland,Ohio
01-0708619,Calvin,Tudor,12/19/1985,Female,Services,Service Coordinator,Headquarters,5/24/2013,,Cleveland,Ohio
01-0770833,Louise,Spottiswoode,2/22/1993,Male,Sales,Solutions Engineer Manager,Headquarters,5/14/2019,2028-02-11 16:18:48 UTC,Cleveland,Ohio
01-0807331,Gene,Renals,3/29/1968,Female,Legal,Senior Attorney,Headquarters,11/30/2016,2031-02-23 16:16:06 UTC,Cleveland,Ohio
01-0892737,Noni,Stuttard,1/26/1985,Male,Engineering,Systems Administrator IV,Headquarters,12-10-06,,Cleveland,Ohio
01-0896141,Richmound,Aust,5/20/1993,Male,Support,Desktop Support Technician,Remote,07-12-11,2030-06-01 02:32:46 UTC,Chicago,Illinois
01-0957306,Thelma,Nanson,8/31/1972,Male,Services,Service Tech III,Headquarters,11/18/2012,,Cleveland,Ohio
01-1097895,Sayer,Balcock,04-08-92,Female,Sales,Relationshiop Manager,Headquarters,08-02-02,,Cleveland,Ohio
01-1147276,Philis,Bayne,01-02-86,Male,Human Resources,Human Resources Analyst,Headquarters,9/14/2014,,Cleveland,Ohio
01-1215079,Maribelle,Shankster,08-02-96,Male,Human Resources,Human Resources Analyst,Remote,10-10-12,2025-01-15 18:21:59 UTC,Bethlehem,Pennsylvania
01-1228565,Otho,Lernihan,4/24/1968,Male,Support,Desktop Support Technician,Headquarters,11-06-00,,Cleveland,Ohio
01-1253052,Dena,Kob,12/15/1985,Male,Accounting,Accounting Assistant I,Headquarters,10-09-02,,Cleveland,Ohio
01-1268137,Loreen,Bewicke,1/24/1981,Female,Engineering,Data Visualization Specialist,Headquarters,10-03-09,2017-07-19 18:48:18 UTC,Cleveland,Ohio
01-1280118,Tannie,Dillamore,10-03-00,Female,Sales,Solutions Engineer Manager,Headquarters,8/27/2002,,Cleveland,Ohio
01-1409605,Cayla,Hubbis,5/25/1975,Female,Product Management,Project Manager,Remote,11/19/2015,,Lexington,Kentucky
01-1414652,Cleavland,Dodridge,08-11-74,Male,Engineering,Senior Developer,Headquarters,02-08-11,,Cleveland,Ohio
01-1504920,Leyla,Stiell,1/29/1995,Female,Training,Support Staff,Headquarters,01-10-10,,Cleveland,Ohio
01-1531866,Brier,Mansel,11-04-91,Male,Business Development,Business Development Manager,Headquarters,01-02-04,,Cleveland,Ohio
01-1552788,Manon,Sive,11-12-89,Male,Engineering,Developer I,Headquarters,4/15/2018,,Cleveland,Ohio
01-1627226,Clementine,Chatain,7/13/1970,Male,Research and Development,Research Associate,Headquarters,3/31/2018,,Cleveland,Ohio
01-1660610,Xenos,Vallerine,09-03-72,Female,Training,Trainer II,Remote,06-03-06,2007-07-15 21:30:35 UTC,Cleveland,Ohio
01-1732321,Roddy,Dimanche,9/28/1971,Female,Engineering,Analyst Programmer,Headquarters,7/29/2018,,Cleveland,Ohio
01-1734242,Munmro,Keirl,7/21/1994,Female,Services,Service Tech II,Headquarters,6/13/2016,2036-05-28 08:45:04 UTC,Cleveland,Ohio
01-1808657,Wallie,Kemet,2/27/1977,Female,Accounting,Staff Accountant I,Headquarters,01-12-09,,Cleveland,Ohio
01-1814975,Nell,Mepsted,06-07-84,Male,Services,Service Coordinator,Remote,9/27/2008,,Lexington,Kentucky
01-1836101,Montague,Snooks,8/16/2001,Male,Services,Service Tech,Headquarters,8/20/2003,,Cleveland,Ohio
01-1941908,Sue,Zelake,12/30/1988,Female,Human Resources,Human Resources Analyst,Remote,05-02-18,,Toledo,Ohio
01-1960711,Allegra,Drury,01-02-90,Male,Human Resources,Senior Recruiter,Remote,1/29/2005,,Cincinnati,Ohio
01-1978400,Janie,Schiefersten,8/19/1992,Female,Human Resources,HR Manager,Headquarters,2/18/2006,,Cleveland,Ohio
01-2020198,Piper,Murcutt,2/28/1997,Male,Services,Service Tech III,Headquarters,4/19/2013,,Cleveland,Ohio
01-2088180,Noemi,Veljes,1/15/1971,Female,Sales,Pre-Sales Consultant,Headquarters,4/19/2018,,Cleveland,Ohio
01-2097413,Hugues,Balog,12/19/1975,Male,Engineering,Data Visualization Specialist,Headquarters,07-07-04,2010-04-08 02:34:32 UTC,Cleveland,Ohio
01-2132667,Ginnifer,Worssam,8/23/1990,Male,Engineering,Business Analyst,Headquarters,04-08-10,,Cleveland,Ohio
01-2171203,Darelle,Beall,2/28/1987,Female,Engineering,Software Consultant,Headquarters,12-06-05,,Cleveland,Ohio
01-2267883,Gamaliel,Cowsby,05-03-75,Male,Engineering,Programmer Analyst I,Remote,7/31/2005,,Detroit,Michigan
01-2313150,Bee,Daymond,3/21/1994,Male,Accounting,Cost Accountant,Headquarters,11-10-06,,Cleveland,Ohio
01-2328373,Ced,Grutchfield,05-10-80,Male,Business Development,Research Assistant I,Remote,03-01-19,,Chicago,Illinois
01-2355796,Aila,Seares,10/15/1974,Female,Human Resources,Senior Recruiter,Remote,1/18/2020,,Kalamazoo,Michigan
01-2363709,Yorker,Tritton,5/19/1999,Male,Engineering,Systems Administrator I,Headquarters,11-10-00,,Cleveland,Ohio
01-2387075,Rubi,Simmins,04-02-74,Female,Services,Service Tech II,Headquarters,9/28/2019,,Cleveland,Ohio
01-2451586,Timi,Cunnah,11-08-94,Female,Business Development,Research Assistant II,Remote,4/19/2003,,Milwaukee,Wisconsin
01-2465977,Hube,Simmig,8/20/1981,Male,Product Management,Assistant Manager,Headquarters,2/16/2009,,Cleveland,Ohio
01-2470877,Nixie,Very,11/19/1970,Male,Training,Assistant Trainer,Remote,04-11-15,2029-05-09 00:52:12 UTC,Flint,Michigan
01-2488429,Shelagh,Gilfether,9/15/1996,Male,Marketing,Editor,Remote,1/25/2001,,Decatur,Illinois
01-2541527,Augustina,Bradnam,01-10-84,Male,Legal,Research Assistant,Headquarters,10/24/2008,,Cleveland,Ohio
01-2612988,Avigdor,Date,4/30/1999,Female,Human Resources,Recruiter,Headquarters,01-05-07,,Cleveland,Ohio
01-2630437,Shellysheldon,Wilks,10-02-01,Female,Business Development,Research Assistant II,Headquarters,6/17/2018,,Cleveland,Ohio
01-2645802,Samaria,Chalcot,9/24/1969,Female,Human Resources,Human Resources Analyst II,Headquarters,7/31/2011,,Cleveland,Ohio
01-2689848,Editha,Shimmings,3/17/1968,Male,Engineering,Data Visualization Specialist,Headquarters,10/13/2008,,Cleveland,Ohio
01-2788678,Kaylil,Horning,5/28/1986,Female,Marketing,Senior Editor,Headquarters,9/27/2002,,Cleveland,Ohio
01-2879659,Forrester,Dowden,3/14/1967,Male,Engineering,Quality Control Specialist,Headquarters,10/16/2004,,Cleveland,Ohio
01-2937041,Hussein,Barff,9/25/1997,Male,Accounting,Cost Accountant,Headquarters,9/16/2010,,Cleveland,Ohio
01-2960698,Anallise,Ingraham,07-12-67,Male,Engineering,Data Visualization Specialist,Headquarters,2/14/2010,,Cleveland,Ohio
01-3002835,Imojean,Cleaton,3/20/1970,Male,Business Development,Business Analyst,Headquarters,08-03-02,,Cleveland,Ohio
01-3016077,Manny,Cleft,11-01-65,Male,Engineering,Software Engineer IV,Remote,9/30/2003,,Pittsburgh,Pennsylvania
01-3018825,Franzen,Londors,12-03-67,Female,Sales,Relationshiop Manager,Headquarters,12/15/2003,2010-12-03 02:26:18 UTC,Cleveland,Ohio
01-3159066,Delaney,Padell,12-04-72,Male,Accounting,Budget/Accounting Analyst III,Headquarters,8/17/2015,,Cleveland,Ohio
01-3233687,Quinlan,Rayson,09-11-66,Male,Human Resources,Human Resources Analyst II,Headquarters,11-08-13,,Cleveland,Ohio
01-3364844,Lyda,Greaterex,2/17/1980,Male,Human Resources,HR Manager,Remote,2/13/2001,,Indianapolis,Indiana
01-3541845,Gusella,Tavner,4/14/1994,Male,Research and Development,Structural Engineer,Remote,3/13/2012,,Peoria,Illinois
01-3665845,Abagael,Wildin,12/27/1971,Female,Sales,Account Manager,Remote,8/17/2003,,Milwaukee,Wisconsin
01-3741902,Riki,Purrier,11/23/1979,Male,Business Development,Research Assistant II,Headquarters,7/19/2019,,Cleveland,Ohio
01-3752254,Bryn,Lomb,11/14/1995,Male,Accounting,Accounting Assistant IV,Headquarters,3/29/2004,2025-04-23 14:38:19 UTC,Cleveland,Ohio
01-3753257,Kizzee,Horick,01-04-95,Female,Services,Service Manager,Remote,5/31/2016,,Evansville,Indiana
01-3784389,Fenelia,Ducham,3/31/1966,Non-Conforming,Services,Service Tech II,Remote,8/31/2016,,Philadelphia,Pennsylvania
01-3900995,Gerome,Lambird,06-02-92,Male,Training,Trainer II,Headquarters,6/28/2019,,Cleveland,Ohio
01-3904693,Vanda,Wildber,1/26/1988,Female,Engineering,Data Coordiator,Headquarters,1/17/2014,,Cleveland,Ohio
01-3920526,Jeffry,Morando,03-02-98,Female,Accounting,Budget/Accounting Analyst I,Remote,5/29/2012,,Milwaukee,Wisconsin
01-3950822,Jaquenetta,Otham,2/15/2001,Male,Accounting,Budget/Accounting Analyst IV,Headquarters,03-04-03,2012-05-12 11:17:23 UTC,Cleveland,Ohio
01-3970659,Ericka,Donwell,12/17/1981,Female,Engineering,Web Developer IV,Headquarters,1/17/2004,,Cleveland,Ohio
01-3999156,Sam,Boyett,04-12-90,Male,Services,Service Tech III,Headquarters,5/26/2005,2017-02-12 21:19:29 UTC,Cleveland,Ohio
01-4138486,Lynea,Handman,8/17/1980,Male,Engineering,Software Engineer I,Headquarters,06-03-08,,Cleveland,Ohio
01-4149921,Katya,Rannald,03-01-00,Male,Business Development,Research Assistant II,Remote,5/19/2003,,Reading,Pennsylvania
01-4227090,Ethelind,Bransdon,2/28/1988,Female,Accounting,Staff Accountant II,Headquarters,07-04-02,,Cleveland,Ohio
01-4228010,Gertruda,Prudham,6/20/1967,Male,Business Development,Research Assistant II,Headquarters,6/17/2020,,Cleveland,Ohio
01-4236217,Melissa,Chazotte,12/22/1998,Male,Human Resources,Human Resources Analyst II,Headquarters,04-01-10,2015-01-12 13:19:53 UTC,Cleveland,Ohio
01-4276406,Nari,McGarrell,2/18/1980,Female,Engineering,Developer IV,Headquarters,02-12-02,,Cleveland,Ohio
01-4278390,Godfrey,Mourge,9/22/1972,Female,Engineering,Software Engineer I,Headquarters,08-07-14,,Cleveland,Ohio
01-4278780,Ysabel,Evetts,02-03-75,Male,Accounting,Tax Accountant,Remote,06-09-15,,Philadelphia,Pennsylvania
01-4279334,Marya,Gabbotts,2/23/1986,Male,Research and Development,Research Associate,Headquarters,03-02-01,2019-07-24 21:54:17 UTC,Cleveland,Ohio
01-4289996,Luca,Caslett,08-07-71,Female,Services,Service Manager,Headquarters,01-03-10,,Cleveland,Ohio
01-4335725,Godfrey,Rathe,6/21/1966,Male,Engineering,Data Coordiator,Remote,2/25/2004,,Cleveland,Ohio
01-4338312,Ricki,Lowde,11/16/1981,Female,Business Development,Business Analyst,Headquarters,11/21/2000,,Cleveland,Ohio
01-4377551,Valaree,Jones,10/22/1979,Female,Services,Service Tech II,Headquarters,03-05-07,,Cleveland,Ohio
01-4425713,Jocelyn,Gothrup,10-04-89,Male,Human Resources,Human Resources Manager,Headquarters,6/26/2005,,Cleveland,Ohio
01-4458473,Mabelle,Lamping,8/18/2000,Male,Accounting,Budget/Accounting Analyst I,Headquarters,8/19/2014,,Cleveland,Ohio
01-4497883,Brew,Borrott,02-07-92,Male,Product Management,Design Engineer,Remote,06-05-08,,Erie,Pennsylvania
01-4570713,Dalila,Stobbs,11-08-77,Male,Engineering,Data Coordiator,Headquarters,8/29/2018,,Cleveland,Ohio
01-4613458,Harmonia,McGoon,12/28/1992,Male,Engineering,Software Engineer I,Headquarters,10-06-09,2016-04-05 20:55:10 UTC,Cleveland,Ohio
01-4620408,Linzy,Geeves,9/21/1981,Male,Engineering,Senior Developer,Headquarters,7/24/2008,2020-01-21 12:13:17 UTC,Cleveland,Ohio
01-4624711,Nanon,Boycott,09-10-88,Female,Accounting,Cost Accountant,Headquarters,7/25/2007,,Cleveland,Ohio
01-4659570,Ernest,Hitzschke,10/20/1969,Male,Engineering,Software Consultant,Headquarters,12/14/2008,,Cleveland,Ohio
01-4684900,Lalo,O'Hannay,07-08-96,Male,Engineering,Computer Systems Analyst III,Headquarters,9/16/2008,,Cleveland,Ohio
01-4807422,Brina,Gabbetis,11/29/1997,Female,Business Development,Research Assistant I,Headquarters,05-07-05,2017-12-10 07:27:44 UTC,Cleveland,Ohio
01-4810979,Rosamond,Casetti,9/18/1980,Female,Training,Training Manager,Remote,10-09-01,,Lansing,Michigan
01-4857076,Goddart,Bramford,5/26/1979,Male,Accounting,Tax Accountant,Headquarters,04-12-19,,Cleveland,Ohio
01-4886962,Phaedra,Kolczynski,02-02-91,Female,Training,Content Developer II,Headquarters,11-02-12,,Cleveland,Ohio
01-4913209,Alexina,Cumesky,12-03-87,Male,Engineering,Analog Circuit Design manager,Headquarters,07-06-14,2028-10-21 07:08:16 UTC,Cleveland,Ohio
01-4928191,Duane,Hegley,3/22/1973,Male,Training,Trainer I,Headquarters,04-03-18,,Cleveland,Ohio
01-4984757,Gwynne,Elesander,12/20/1978,Male,Engineering,Analyst Programmer,Headquarters,07-09-02,2007-11-28 02:00:57 UTC,Cleveland,Ohio
01-5000513,Cherye,Braycotton,11-03-01,Female,Engineering,Data Visualization Specialist,Headquarters,08-08-12,,Cleveland,Ohio
01-5051565,Merrielle,Scottesmoor,4/20/1987,Male,Engineering,Software Engineer IV,Headquarters,08-07-09,2030-03-17 13:45:06 UTC,Cleveland,Ohio
01-5086800,Abbey,Ethridge,7/26/1990,Female,Sales,Solutions Engineer Manager,Headquarters,09-10-16,,Cleveland,Ohio
01-5132160,Ruprecht,Leander,07-11-67,Female,Business Development,Business Analyst,Headquarters,3/20/2007,,Cleveland,Ohio
01-5140944,Clarence,Izakovitz,01-10-00,Male,Business Development,Research Assistant II,Headquarters,04-05-12,,Cleveland,Ohio
01-5188629,Shirline,Sprake,2/15/1969,Male,Product Management,Project Manager,Headquarters,03-02-16,2023-04-08 15:09:59 UTC,Cleveland,Ohio
01-5194896,Gay,Maasz,9/29/1969,Female,Engineering,Web Developer III,Headquarters,8/25/2010,2026-09-21 15:01:23 UTC,Cleveland,Ohio
01-5197804,Kellen,Huffy,09-11-91,Female,Services,Service Tech,Remote,1/21/2015,,Philadelphia,Pennsylvania
01-5212721,Winnifred,Bartel,8/15/1973,Male,Engineering,Software Engineer III,Remote,08-11-01,,Lima,Ohio
01-5310504,Kile,Zannolli,06-07-82,Female,Human Resources,HR Manager,Headquarters,04-02-13,2028-07-17 22:35:07 UTC,Cleveland,Ohio
01-5332751,Wallie,Trumper,1/17/1970,Female,Accounting,Accountant I,Remote,8/22/2011,,Canton,Ohio
01-5377792,Udall,Beastall,03-10-72,Female,Engineering,Computer Systems Analyst IV,Headquarters,9/27/2001,,Cleveland,Ohio
01-5414755,Aksel,Sainte Paul,05-03-82,Female,Accounting,Budget/Accounting Analyst IV,Headquarters,06-02-13,,Cleveland,Ohio
01-5439970,Ian,Hens,7/22/1988,Female,Engineering,Business Systems Development Analyst,Headquarters,11-04-02,,Cleveland,Ohio
01-5511863,Ogden,McGeraghty,6/15/1975,Female,Product Management,Project Manager,Headquarters,02-11-02,,Cleveland,Ohio
01-5543216,Meghann,McNaughton,7/18/1976,Female,Engineering,Senior Developer,Headquarters,03-01-02,,Cleveland,Ohio
01-5560541,Neil,Spurier,10-09-82,Male,Support,Help Desk Technician,Headquarters,5/19/2013,2014-02-15 11:48:55 UTC,Cleveland,Ohio
01-5595346,Seline,Rzehorz,07-05-76,Female,Training,Support Staff,Headquarters,08-06-08,,Cleveland,Ohio
01-5629059,Aggy,Heinzler,04-10-93,Female,Engineering,Data Coordiator,Headquarters,2/26/2019,,Cleveland,Ohio
01-5815328,Jobina,Skillings,5/31/1997,Male,Engineering,Software Engineer I,Headquarters,6/16/2007,,Cleveland,Ohio
01-5869912,Salvatore,Woodvine,12/13/1985,Female,Human Resources,Human Resources Analyst II,Headquarters,8/16/2007,,Cleveland,Ohio
01-5888187,Brooke,Leijs,04-01-95,Male,Marketing,VP Marketing,Headquarters,06-08-03,,Cleveland,Ohio
01-5891249,Jordan,Crust,7/26/1980,Female,Services,Service Coordinator,Remote,8/15/2015,2030-02-23 12:25:16 UTC,Dayton,Ohio
01-5926286,Vivi,Conerding,2/25/1974,Male,Business Development,Business Analyst,Remote,11-07-04,2017-12-10 23:00:20 UTC,Flint,Michigan
01-5930949,Mathias,Jindracek,05-03-78,Female,Services,Service Tech III,Headquarters,8/22/2004,,Cleveland,Ohio
01-5945630,Gisella,Iltchev,2/18/1999,Female,Accounting,Tax Accountant,Headquarters,10-06-14,2024-08-05 03:16:16 UTC,Cleveland,Ohio
01-6093681,Kattie,Fransinelli,12-08-71,Female,Training,Trainer III,Headquarters,02-02-02,,Cleveland,Ohio
01-6119292,Bran,Goater,7/29/1969,Female,Engineering,Software Test Engineer IV,Remote,7/18/2009,,Louisville,Kentucky
01-6155654,Milty,Halmkin,10/30/1971,Female,Engineering,Business Systems Development Analyst,Headquarters,6/25/2001,,Cleveland,Ohio
01-6192162,Timoteo,Clavey,8/14/1987,Male,Engineering,Software Test Engineer I,Headquarters,01-08-18,,Cleveland,Ohio
01-6295694,Quintina,Fatkin,4/19/1989,Male,Sales,Account Manager,Headquarters,2/28/2014,,Cleveland,Ohio
01-6312121,Clayborne,Tordiffe,12/23/1993,Male,Business Development,Research Assistant I,Headquarters,7/16/2002,,Cleveland,Ohio
01-6322845,Carlotta,Fogel,12/24/1983,Female,Product Management,Assistant Manager,Remote,1/31/2013,,Dayton,Ohio
01-6437411,Jo ann,Deegin,02-11-78,Male,Engineering,Data Visualization Specialist,Headquarters,12/25/2014,,Cleveland,Ohio
